timestamp,open,high,low,close,volume
2017-08-19 05:00:00.000,297.17,299.9,291.87,293.23,35.01324
2017-08-19 06:00:00.000,293.69,295.56,289.02,289.02,45.0222
2017-08-19 07:00:00.000,289.02,292.17,287.01,290.16,112.26406
2017-08-19 08:00:00.000,290.16,290.16,287.0,288.4,148.37539
2017-08-19 09:00:00.000,287.66,293.17,287.66,290.3,228.92457
2017-08-19 10:00:00.000,291.36,292.24,283.58,287.14,447.45268
2017-08-19 11:00:00.000,285.97,287.15,278.0,282.58,314.27781
2017-08-19 12:00:00.000,281.39,290.85,279.56,290.85,166.32417
2017-08-19 13:00:00.000,290.16,290.16,286.36,286.36,20.94515
2017-08-19 14:00:00.000,285.5,288.64,283.0,283.0,13.81812
2017-08-19 15:00:00.000,283.88,288.64,283.01,288.64,87.2125
2017-08-19 16:00:00.000,288.64,290.16,286.12,286.14,61.94884
2017-08-19 17:00:00.000,286.19,293.15,284.16,293.15,11.12991
2017-08-19 18:00:00.000,294.33,295.0,288.95,295.0,41.13882
2017-08-19 19:00:00.000,292.64,293.38,291.99,293.31,13.16832
2017-08-19 20:00:00.000,290.6,291.85,288.8,290.31,13.80734
2017-08-19 21:00:00.000,289.9,293.25,289.9,293.25,25.0304
2017-08-19 22:00:00.000,293.25,294.9,290.91,290.91,35.15864
2017-08-19 23:00:00.000,290.91,290.91,290.91,290.91,0.0
2017-08-20 00:00:00.000,289.41,292.42,286.91,287.0,15.54493
2017-08-20 01:00:00.000,287.4,290.87,285.96,289.94,17.24852
2017-08-20 02:00:00.000,289.94,292.42,287.66,292.42,32.59927
2017-08-20 03:00:00.000,292.42,292.42,289.47,292.41,3.0082
2017-08-20 04:00:00.000,287.97,288.31,287.97,288.3,6.65904
2017-08-20 05:00:00.000,285.39,293.15,285.39,292.17,42.89756
2017-08-20 06:00:00.000,292.17,293.15,289.0,293.12,35.00818
2017-08-20 07:00:00.000,293.1,295.56,287.87,292.08,167.6975
2017-08-20 08:00:00.000,293.02,295.98,282.85,295.98,159.52169
2017-08-20 09:00:00.000,292.59,295.96,292.59,295.96,4.86604
2017-08-20 10:00:00.000,295.97,296.89,293.43,295.51,24.8355
2017-08-20 11:00:00.000,292.59,295.51,292.59,295.0,51.53645
2017-08-20 12:00:00.000,295.0,296.92,294.29,296.92,57.35344
2017-08-20 13:00:00.000,296.39,296.39,292.28,293.41,6.09547
2017-08-20 14:00:00.000,294.25,294.25,294.25,294.25,3.9
2017-08-20 15:00:00.000,295.16,295.16,295.1,295.1,0.01579
2017-08-20 16:00:00.000,295.1,297.92,293.28,296.46,74.02462
2017-08-20 17:00:00.000,296.46,298.79,293.63,296.88,100.71171
2017-08-20 18:00:00.000,296.88,300.53,295.89,298.57,41.00621
2017-08-20 19:00:00.000,298.57,298.57,294.91,297.88,145.82441
2017-08-20 20:00:00.000,297.87,297.88,294.51,297.27,260.07005
2017-08-20 21:00:00.000,297.27,298.3,295.19,298.13,353.55114
2017-08-20 22:00:00.000,298.13,299.52,297.6,298.19,422.41153
2017-08-20 23:00:00.000,297.68,300.53,297.19,299.1,483.75146
2017-08-21 00:00:00.000,299.1,300.9,295.76,300.7,370.66684
2017-08-21 01:00:00.000,300.7,300.7,294.6,299.0,213.50155
2017-08-21 02:00:00.000,299.0,299.0,294.6,297.51,71.7529
2017-08-21 03:00:00.000,299.0,299.85,297.12,299.85,67.88466
2017-08-21 04:00:00.000,300.03,304.83,299.11,303.91,275.6582
2017-08-21 05:00:00.000,303.91,314.28,303.91,314.05,256.5098
2017-08-21 06:00:00.000,314.05,329.49,313.28,321.79,232.70889
2017-08-21 07:00:00.000,320.28,325.3,313.0,318.5,123.69424
2017-08-21 08:00:00.000,317.48,324.3,312.75,318.72,21.51
2017-08-21 09:00:00.000,317.86,318.27,314.98,317.29,23.53728
2017-08-21 10:00:00.000,317.29,325.3,316.77,321.21,85.346
2017-08-21 11:00:00.000,318.99,333.66,312.6,331.53,76.98358
2017-08-21 12:00:00.000,331.33,331.33,325.42,331.3,94.82266
2017-08-21 13:00:00.000,331.3,346.52,329.41,346.52,402.39209
2017-08-21 14:00:00.000,344.38,345.31,328.68,334.17,379.94648
2017-08-21 15:00:00.000,334.17,338.34,329.47,334.94,350.27902
2017-08-21 16:00:00.000,334.34,338.34,333.25,338.33,276.92293
2017-08-21 17:00:00.000,337.95,342.72,330.8,332.33,509.09007
2017-08-21 18:00:00.000,332.12,333.63,316.82,316.82,503.65311
2017-08-21 19:00:00.000,328.47,332.33,327.7,329.71,425.40661
2017-08-21 20:00:00.000,332.27,332.74,320.88,325.28,289.46359
2017-08-21 21:00:00.000,324.05,326.8,318.42,326.79,58.45958
2017-08-21 22:00:00.000,325.79,325.79,318.45,318.45,29.83539
2017-08-21 23:00:00.000,318.25,323.29,316.12,323.29,79.41995
2017-08-22 00:00:00.000,321.04,330.41,318.72,323.04,406.3495
2017-08-22 01:00:00.000,323.04,325.07,302.27,309.97,169.73213
2017-08-22 02:00:00.000,309.96,315.2,301.4,312.99,143.49091
2017-08-22 03:00:00.000,310.0,317.68,280.0,280.0,90.0427
2017-08-22 04:00:00.000,144.21,309.03,144.21,287.0,149.91376
2017-08-22 05:00:00.000,287.0,303.0,279.96,279.96,28.29975
2017-08-22 06:00:00.000,302.99,310.24,285.69,305.37,228.01188
2017-08-22 07:00:00.000,305.37,305.37,294.38,300.35,301.2471
2017-08-22 08:00:00.000,300.35,302.26,296.0,299.82,516.27772
2017-08-22 09:00:00.000,301.09,310.24,300.3,308.33,557.58036
2017-08-22 10:00:00.000,308.33,313.16,305.4,310.24,537.67538
2017-08-22 11:00:00.000,309.4,312.93,306.97,308.03,564.59159
2017-08-22 12:00:00.000,311.16,311.24,304.53,311.23,671.88512
2017-08-22 13:00:00.000,306.66,310.27,306.65,307.08,404.77411
2017-08-22 14:00:00.000,307.08,309.53,301.48,305.48,393.09732
2017-08-22 15:00:00.000,305.48,309.85,304.88,308.39,287.07405
2017-08-22 16:00:00.000,305.08,320.24,305.08,317.74,455.53867
2017-08-22 17:00:00.000,316.24,320.76,312.0,312.07,247.04944
2017-08-22 18:00:00.000,313.99,315.25,309.6,310.77,378.0474
2017-08-22 19:00:00.000,310.77,314.83,307.03,307.03,223.61559
2017-08-22 20:00:00.000,307.03,312.0,305.66,310.19,251.25776
2017-08-22 21:00:00.000,310.27,311.99,305.08,309.16,277.13507
2017-08-22 22:00:00.000,309.16,313.1,309.16,310.61,302.25672
2017-08-22 23:00:00.000,310.61,313.99,306.9,309.8,371.40685
2017-08-23 00:00:00.000,312.25,313.99,309.41,312.45,202.93145
2017-08-23 01:00:00.000,310.56,314.82,310.56,312.67,170.0743
2017-08-23 02:00:00.000,314.8,316.27,312.66,314.15,482.22957
2017-08-23 03:00:00.000,315.71,319.78,312.98,317.26,233.09815
2017-08-23 04:00:00.000,315.45,324.99,315.45,323.0,432.60958
2017-08-23 05:00:00.000,320.73,323.26,316.51,316.74,262.04246
2017-08-23 06:00:00.000,316.74,323.29,315.35,322.1,435.21335
2017-08-23 07:00:00.000,319.77,323.3,318.04,319.06,246.19782
2017-08-23 08:00:00.000,319.06,323.19,318.02,322.07,390.97267
2017-08-23 09:00:00.000,319.74,324.51,319.74,320.74,312.13542
2017-08-23 10:00:00.000,320.74,324.21,319.73,319.74,260.26644
2017-08-23 11:00:00.000,319.74,323.07,318.95,319.2,322.4995
2017-08-23 12:00:00.000,319.2,322.0,313.75,316.96,598.91827
2017-08-23 13:00:00.000,316.96,318.96,314.5,316.0,686.70237
2017-08-23 14:00:00.000,315.04,318.96,313.81,318.29,514.84876
2017-08-23 15:00:00.000,317.06,319.32,315.53,319.2,305.91619
2017-08-23 16:00:00.000,317.87,319.21,315.53,318.85,790.83539
2017-08-23 17:00:00.000,318.39,320.32,317.19,318.47,269.24306
2017-08-23 18:00:00.000,318.48,321.29,318.25,318.3,253.30139
2017-08-23 19:00:00.000,321.19,322.34,316.73,318.57,322.11689
2017-08-23 20:00:00.000,318.57,320.2,312.05,313.75,481.54407
2017-08-23 21:00:00.000,314.74,319.47,314.66,316.68,239.65437
2017-08-23 22:00:00.000,318.12,318.62,313.78,316.74,203.49297
2017-08-23 23:00:00.000,316.74,319.47,315.45,315.74,248.88125
2017-08-24 00:00:00.000,315.74,318.45,314.4,317.44,280.73305
2017-08-24 01:00:00.000,315.52,318.45,314.01,315.08,316.04429
2017-08-24 02:00:00.000,315.08,318.44,314.06,315.05,190.08968
2017-08-24 03:00:00.000,315.05,318.44,315.04,315.22,274.30696
2017-08-24 04:00:00.000,315.22,319.47,314.31,316.45,256.61959
2017-08-24 05:00:00.000,316.46,322.36,316.14,318.0,321.99605
2017-08-24 06:00:00.000,319.57,320.53,316.15,320.53,296.71128
2017-08-24 07:00:00.000,320.53,321.14,317.53,318.54,198.749
2017-08-24 08:00:00.000,318.54,321.07,318.54,320.32,289.02874
2017-08-24 09:00:00.000,320.32,322.0,318.53,318.75,339.18864
2017-08-24 10:00:00.000,320.03,321.3,316.66,317.02,630.71733
2017-08-24 11:00:00.000,317.02,323.61,316.14,323.61,411.56848
2017-08-24 12:00:00.000,322.51,328.04,317.9,322.0,347.54966
2017-08-24 13:00:00.000,319.01,325.37,318.97,324.8,355.6927
2017-08-24 14:00:00.000,323.8,326.79,320.84,320.84,316.22927
2017-08-24 15:00:00.000,320.84,323.98,320.84,321.2,118.57683
2017-08-24 16:00:00.000,323.67,323.68,319.0,322.0,203.90406
2017-08-24 17:00:00.000,322.0,323.56,318.97,322.45,203.63927
2017-08-24 18:00:00.000,322.45,323.79,320.17,322.76,242.60003
2017-08-24 19:00:00.000,322.76,325.35,321.22,321.23,258.98256
2017-08-24 20:00:00.000,321.23,324.0,318.97,320.04,138.61314
2017-08-24 21:00:00.000,320.04,322.29,318.97,321.21,265.99646
2017-08-24 22:00:00.000,321.22,326.33,319.83,323.72,308.09107
2017-08-24 23:00:00.000,323.72,326.25,322.3,323.42,187.64378
2017-08-25 00:00:00.000,323.42,327.81,323.42,325.54,485.63977
2017-08-25 01:00:00.000,327.8,328.82,324.41,328.81,462.31574
2017-08-25 02:00:00.000,328.81,329.93,324.42,328.19,258.63675
2017-08-25 03:00:00.000,328.19,330.44,325.4,326.55,200.25624
2017-08-25 04:00:00.000,326.55,331.35,326.55,331.35,324.10004
2017-08-25 05:00:00.000,331.34,335.0,329.18,331.73,244.29766
2017-08-25 06:00:00.000,331.74,333.31,328.69,330.17,225.1556
2017-08-25 07:00:00.000,330.17,334.34,330.17,330.29,322.05362
2017-08-25 08:00:00.000,330.29,334.34,329.86,334.17,318.27009
2017-08-25 09:00:00.000,332.68,335.41,331.09,331.09,217.82876
2017-08-25 10:00:00.000,330.11,333.42,327.69,329.78,333.09478
2017-08-25 11:00:00.000,331.69,331.69,327.4,331.26,330.23241
2017-08-25 12:00:00.000,329.68,335.33,328.72,330.7,1348.31341
2017-08-25 13:00:00.000,333.32,334.74,330.68,332.0,184.12642
2017-08-25 14:00:00.000,332.89,333.68,330.67,331.95,286.77891
2017-08-25 15:00:00.000,332.57,335.33,330.68,333.15,141.95926
2017-08-25 16:00:00.000,335.29,338.28,333.15,334.77,199.13677
2017-08-25 17:00:00.000,336.35,337.0,331.88,332.01,138.08871
2017-08-25 18:00:00.000,333.2,336.49,331.88,333.27,146.0636
2017-08-25 19:00:00.000,333.27,335.1,325.42,328.71,267.97046
2017-08-25 20:00:00.000,329.91,330.99,324.9,330.98,196.49748
2017-08-25 21:00:00.000,327.8,332.26,326.77,330.18,201.4709
2017-08-25 22:00:00.000,330.18,332.27,326.99,328.6,100.21031
2017-08-25 23:00:00.000,329.81,330.99,326.25,327.24,193.47193
2017-08-26 00:00:00.000,327.24,332.27,327.24,328.26,153.95314
2017-08-26 01:00:00.000,332.26,332.26,325.02,325.39,122.8132
2017-08-26 02:00:00.000,324.41,328.02,323.41,324.72,174.12675
2017-08-26 03:00:00.000,324.72,328.02,323.46,323.46,118.68492
2017-08-26 04:00:00.000,323.46,326.74,323.41,324.72,196.89672
2017-08-26 05:00:00.000,323.56,326.86,323.55,326.23,285.19418
2017-08-26 06:00:00.000,325.23,329.69,324.06,326.19,199.73728
2017-08-26 07:00:00.000,326.19,328.91,325.17,327.9,388.87032
2017-08-26 08:00:00.000,328.45,330.73,327.58,328.82,186.8631
2017-08-26 09:00:00.000,330.63,330.89,326.69,327.69,167.41761
2017-08-26 10:00:00.000,327.69,330.89,327.69,327.89,257.33601
2017-08-26 11:00:00.000,330.87,331.25,326.69,327.89,244.92428
2017-08-26 12:00:00.000,328.25,330.11,325.1,330.11,231.13593
2017-08-26 13:00:00.000,326.14,332.26,324.06,330.98,309.07769
2017-08-26 14:00:00.000,330.98,335.44,329.83,332.34,190.9403
2017-08-26 15:00:00.000,332.34,334.16,327.0,327.0,209.4309
2017-08-26 16:00:00.000,327.01,330.38,326.7,330.38,156.03136
2017-08-26 17:00:00.000,330.38,332.11,326.79,331.04,196.30353
2017-08-26 18:00:00.000,327.38,332.1,327.03,328.08,226.97145
2017-08-26 19:00:00.000,329.78,334.17,328.88,331.19,223.69461
2017-08-26 20:00:00.000,332.68,334.17,330.18,331.12,213.56767
2017-08-26 21:00:00.000,331.12,334.16,330.49,334.16,10.76919
2017-08-26 22:00:00.000,330.51,332.93,329.33,330.6,247.83683
2017-08-26 23:00:00.000,332.43,334.17,330.6,330.79,165.10824
2017-08-27 00:00:00.000,332.18,336.55,330.79,334.37,345.34454
2017-08-27 01:00:00.000,334.37,336.55,331.98,334.47,175.00161
2017-08-27 02:00:00.000,334.47,338.28,333.12,333.12,264.11435
2017-08-27 03:00:00.000,333.96,335.99,330.79,331.62,272.16184
2017-08-27 04:00:00.000,334.5,338.29,331.49,334.84,225.92548
2017-08-27 05:00:00.000,337.52,337.52,331.86,335.0,209.66722
2017-08-27 06:00:00.000,332.75,336.36,332.74,333.77,94.16174
2017-08-27 07:00:00.000,335.0,336.49,332.77,332.77,159.41236
2017-08-27 08:00:00.000,332.77,334.7,331.61,334.48,191.57696
2017-08-27 09:00:00.000,332.0,336.25,330.73,336.25,171.54931
2017-08-27 10:00:00.000,334.88,337.53,332.28,337.53,208.23048
2017-08-27 11:00:00.000,337.53,338.42,333.68,333.94,285.89314
2017-08-27 12:00:00.000,333.93,336.9,331.88,333.57,104.46136
2017-08-27 13:00:00.000,333.57,336.99,333.52,335.6,190.68012
2017-08-27 14:00:00.000,333.61,336.99,332.21,332.21,176.45375
2017-08-27 15:00:00.000,333.96,336.49,332.21,334.67,193.94708
2017-08-27 16:00:00.000,335.04,336.49,332.97,334.83,219.16864
2017-08-27 17:00:00.000,336.5,339.14,334.67,337.56,277.35622
2017-08-27 18:00:00.000,339.89,340.29,336.02,340.26,115.46914
2017-08-27 19:00:00.000,340.24,341.47,337.12,339.64,183.13777
2017-08-27 20:00:00.000,341.47,341.47,337.12,340.36,212.10891
2017-08-27 21:00:00.000,340.36,341.47,337.13,338.66,136.6202
2017-08-27 22:00:00.000,338.66,341.43,338.46,338.81,168.79731
2017-08-27 23:00:00.000,338.81,348.13,338.81,348.13,54.19762
2017-08-28 00:00:00.000,348.11,351.0,345.83,345.87,240.20694
2017-08-28 01:00:00.000,346.6,348.0,343.57,347.87,103.71249
2017-08-28 02:00:00.000,344.18,350.85,343.76,350.84,98.01125
2017-08-28 03:00:00.000,350.84,350.84,343.44,343.44,298.7036
2017-08-28 04:00:00.000,343.43,343.69,331.95,338.54,582.93715
2017-08-28 05:00:00.000,338.54,340.41,333.79,336.01,166.14597
2017-08-28 06:00:00.000,337.19,340.18,336.01,338.26,224.47022
2017-08-28 07:00:00.000,338.26,341.33,336.65,338.77,166.39564
2017-08-28 08:00:00.000,340.89,341.92,338.31,339.5,169.69262
2017-08-28 09:00:00.000,338.34,340.51,336.54,340.48,120.15133
2017-08-28 10:00:00.000,340.48,340.7,337.13,339.81,124.56626
2017-08-28 11:00:00.000,339.81,342.86,338.77,341.9,221.6374
2017-08-28 12:00:00.000,339.62,344.86,339.34,341.76,100.7591
2017-08-28 13:00:00.000,347.33,347.41,341.64,341.96,183.23626
2017-08-28 14:00:00.000,342.19,345.18,341.65,342.95,100.89855
2017-08-28 15:00:00.000,342.95,345.89,341.83,341.83,202.40127
2017-08-28 16:00:00.000,341.83,345.88,340.66,343.2,203.24719
2017-08-28 17:00:00.000,343.2,344.78,340.49,340.49,160.23094
2017-08-28 18:00:00.000,341.84,345.69,341.77,345.0,176.28286
2017-08-28 19:00:00.000,344.82,347.42,343.37,344.3,219.30128
2017-08-28 20:00:00.000,342.54,346.2,342.2,342.29,95.24482
2017-08-28 21:00:00.000,342.4,347.42,342.16,346.51,182.37778
2017-08-28 22:00:00.000,346.42,348.5,345.31,348.49,103.748
2017-08-28 23:00:00.000,348.2,348.2,345.28,346.0,34.82278
2017-08-29 00:00:00.000,347.0,349.55,346.0,348.98,46.56295
2017-08-29 01:00:00.000,349.83,351.94,347.06,349.98,60.23594
2017-08-29 02:00:00.000,348.9,350.99,347.38,348.0,32.4571
2017-08-29 03:00:00.000,349.34,353.23,348.22,350.03,137.58977
2017-08-29 04:00:00.000,351.19,351.73,350.02,351.68,11.12142
2017-08-29 05:00:00.000,351.73,355.0,351.6,355.0,27.21856
2017-08-29 06:00:00.000,355.0,355.79,350.72,354.93,77.59397
2017-08-29 07:00:00.000,355.79,360.79,352.32,354.18,265.69325
2017-08-29 08:00:00.000,354.17,357.49,354.01,355.22,44.19242
2017-08-29 09:00:00.000,356.2,362.99,356.2,362.99,87.63842
2017-08-29 10:00:00.000,362.0,367.13,360.13,362.2,193.08164
2017-08-29 11:00:00.000,365.29,365.29,356.74,356.75,138.5278
2017-08-29 12:00:00.000,358.1,364.71,358.1,358.42,119.02615
2017-08-29 13:00:00.000,362.0,365.46,360.0,364.35,116.52032
2017-08-29 14:00:00.000,364.36,365.43,361.31,362.17,351.56358
2017-08-29 15:00:00.000,362.17,367.4,362.04,364.57,150.84565
2017-08-29 16:00:00.000,365.74,369.41,362.79,368.16,176.91074
2017-08-29 17:00:00.000,368.16,373.66,366.94,370.43,212.34052
2017-08-29 18:00:00.000,372.6,373.52,367.54,368.9,122.6807
2017-08-29 19:00:00.000,368.9,373.42,365.65,367.44,182.91059
2017-08-29 20:00:00.000,367.44,374.13,367.36,370.77,265.69481
2017-08-29 21:00:00.000,370.79,376.76,370.77,376.76,161.95325
2017-08-29 22:00:00.000,376.76,377.6,373.52,374.51,41.60678
2017-08-29 23:00:00.000,377.49,377.49,374.7,374.7,8.16792
2017-08-30 00:00:00.000,374.7,374.7,367.37,371.6,147.66099
2017-08-30 01:00:00.000,371.6,377.8,371.0,375.68,41.0148
2017-08-30 02:00:00.000,373.39,377.11,371.78,374.9,95.20549
2017-08-30 03:00:00.000,375.01,377.27,371.8,373.0,60.41718
2017-08-30 04:00:00.000,373.0,380.81,372.92,380.81,64.55169
2017-08-30 05:00:00.000,376.6,381.13,376.41,381.13,37.58972
2017-08-30 06:00:00.000,380.81,393.71,380.81,385.5,168.8485
2017-08-30 07:00:00.000,387.99,392.0,378.14,378.14,181.44888
2017-08-30 08:00:00.000,378.16,384.33,374.3,377.23,51.27905
2017-08-30 09:00:00.000,375.7,375.7,365.65,365.65,164.91588
2017-08-30 10:00:00.000,367.15,377.56,362.05,371.62,941.85909
2017-08-30 11:00:00.000,371.62,379.0,371.62,375.9,191.86744
2017-08-30 12:00:00.000,373.01,385.33,370.49,382.01,324.20412
2017-08-30 13:00:00.000,382.01,382.3,377.8,380.43,257.22121
2017-08-30 14:00:00.000,379.78,380.7,374.22,376.2,216.93008
2017-08-30 15:00:00.000,376.2,380.89,376.1,379.38,229.15619
2017-08-30 16:00:00.000,379.38,383.64,378.72,383.18,182.77938
2017-08-30 17:00:00.000,383.18,386.96,382.03,384.95,225.1859
2017-08-30 18:00:00.000,383.76,389.8,382.05,384.66,143.03348
2017-08-30 19:00:00.000,384.66,387.41,383.38,383.38,127.10316
2017-08-30 20:00:00.000,385.34,387.29,382.02,385.0,170.24828
2017-08-30 21:00:00.000,385.99,386.11,380.74,382.0,131.15843
2017-08-30 22:00:00.000,385.03,386.0,381.99,385.0,139.67697
2017-08-30 23:00:00.000,384.52,386.25,381.99,385.93,153.24017
2017-08-31 00:00:00.000,384.64,384.64,380.69,381.98,145.44771
2017-08-31 01:00:00.000,381.98,384.35,379.42,380.56,164.8065
2017-08-31 02:00:00.000,380.58,382.6,377.78,382.52,190.1786
2017-08-31 03:00:00.000,382.6,383.8,381.03,383.51,175.96699
2017-08-31 04:00:00.000,383.66,385.94,382.47,385.5,228.77137
2017-08-31 05:00:00.000,384.04,385.91,381.4,382.16,98.69375
2017-08-31 06:00:00.000,383.27,383.41,379.21,379.99,90.77746
2017-08-31 07:00:00.000,380.45,383.14,379.99,383.14,64.43431
2017-08-31 08:00:00.000,381.89,383.41,379.0,381.87,126.58938
2017-08-31 09:00:00.000,381.96,383.39,378.85,379.2,251.80406
2017-08-31 10:00:00.000,379.59,385.88,379.2,383.41,237.51757
2017-08-31 11:00:00.000,384.59,387.42,382.01,387.42,172.45309
2017-08-31 12:00:00.000,385.82,387.41,383.48,387.41,257.545
2017-08-31 13:00:00.000,387.0,389.13,385.95,386.49,125.82301
2017-08-31 14:00:00.000,387.25,389.36,386.48,386.92,308.8852
2017-08-31 15:00:00.000,387.14,388.23,383.48,383.76,213.03073
2017-08-31 16:00:00.000,384.38,387.39,383.47,386.69,216.74342
2017-08-31 17:00:00.000,384.86,386.81,383.13,385.67,185.44997
2017-08-31 18:00:00.000,384.51,386.8,383.13,384.06,256.36961
2017-08-31 19:00:00.000,385.47,386.5,383.19,384.45,220.32072
2017-08-31 20:00:00.000,385.1,388.25,383.19,384.42,182.3151
2017-08-31 21:00:00.000,384.42,388.06,384.42,384.42,152.50791
2017-08-31 22:00:00.000,386.21,388.25,384.42,384.59,181.94619
2017-08-31 23:00:00.000,385.95,387.79,384.33,384.79,187.4909
2017-09-01 00:00:00.000,386.44,388.74,384.79,388.74,162.97779
2017-09-01 01:00:00.000,388.69,394.06,387.53,391.37,248.72949
2017-09-01 02:00:00.000,392.88,394.39,389.46,390.88,198.82856
2017-09-01 03:00:00.000,391.7,393.13,390.86,390.86,141.56114
2017-09-01 04:00:00.000,392.65,394.27,387.64,390.33,135.65894
2017-09-01 05:00:00.000,388.92,388.99,384.88,384.88,203.48452
2017-09-01 06:00:00.000,386.7,388.62,383.18,384.52,85.07529
2017-09-01 07:00:00.000,386.26,390.56,384.0,388.4,330.22597
2017-09-01 08:00:00.000,389.48,393.08,388.16,389.68,270.82415
2017-09-01 09:00:00.000,389.97,392.0,387.46,389.14,248.32828
2017-09-01 10:00:00.000,389.02,389.88,387.46,389.88,94.21594
2017-09-01 11:00:00.000,389.88,391.9,387.46,389.64,251.82988
2017-09-01 12:00:00.000,389.56,391.2,387.01,388.8,205.72149
2017-09-01 13:00:00.000,390.0,391.0,389.22,390.5,161.66811
2017-09-01 14:00:00.000,390.78,391.06,386.57,388.54,253.38149
2017-09-01 15:00:00.000,388.39,391.06,385.88,387.01,207.072
2017-09-01 16:00:00.000,387.91,391.47,386.05,388.36,274.83359
2017-09-01 17:00:00.000,389.67,392.3,388.35,392.29,186.15346
2017-09-01 18:00:00.000,392.29,393.4,388.37,388.37,78.3579
2017-09-01 19:00:00.000,388.65,391.07,387.11,388.08,258.27176
2017-09-01 20:00:00.000,389.62,394.02,388.08,388.49,84.56341
2017-09-01 21:00:00.000,388.59,392.41,388.08,388.13,16.9694
2017-09-01 22:00:00.000,390.0,394.02,388.1,390.85,19.8851
2017-09-01 23:00:00.000,388.97,391.4,388.34,388.46,80.06668
2017-09-02 00:00:00.000,388.58,394.32,388.46,394.32,55.46214
2017-09-02 01:00:00.000,392.02,392.02,382.72,384.47,281.23684
2017-09-02 02:00:00.000,385.8,387.11,382.05,382.68,204.90006
2017-09-02 03:00:00.000,383.34,384.47,373.66,378.52,374.61642
2017-09-02 04:00:00.000,378.51,379.6,375.71,375.75,260.91206
2017-09-02 05:00:00.000,376.86,377.5,347.61,347.61,565.0526
2017-09-02 06:00:00.000,348.77,368.8,347.0,367.6,757.76411
2017-09-02 07:00:00.000,368.26,375.0,360.92,363.7,323.02917
